Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"m.i.a",1,0,1.000,0.000,0.750,0.250
"dispute",1,12,0.077,0.923,0.107,0.893
"kit",2,0,1.000,0.000,0.833,0.167
"oversized",1,0,1.000,0.000,0.750,0.250
"reynolds",5,0,1.000,0.000,0.917,0.083
"saw",3,0,1.000,0.000,0.875,0.125
"u.s.",4,166,0.024,0.976,0.026,0.974
"$500",1,0,1.000,0.000,0.750,0.250
"copy",1,0,1.000,0.000,0.750,0.250
"world's",2,10,0.167,0.833,0.192,0.808
"shortest",1,0,1.000,0.000,0.750,0.250
"76",1,1,0.500,0.500,0.500,0.500
"luscious",1,0,1.000,0.000,0.750,0.250
"phrases",4,0,1.000,0.000,0.900,0.100
"wife:",1,0,1.000,0.000,0.750,0.250
"inanimate",1,0,1.000,0.000,0.750,0.250
"objects",1,1,0.500,0.500,0.500,0.500
"actively",1,0,1.000,0.000,0.750,0.250
"plotting",1,5,0.167,0.833,0.214,0.786
"12-year-old",2,1,0.667,0.333,0.625,0.375
"lewis",2,3,0.400,0.600,0.417,0.583
"plays",5,2,0.714,0.286,0.688,0.312
"rather",5,0,1.000,0.000,0.917,0.083
"finish",4,5,0.444,0.556,0.450,0.550
"abcs",2,0,1.000,0.000,0.833,0.167
"according",5,1,0.833,0.167,0.786,0.214
"grinder",2,0,1.000,0.000,0.833,0.167
"bodies",2,5,0.286,0.714,0.312,0.688
"dj",2,0,1.000,0.000,0.833,0.167
"khaled",1,0,1.000,0.000,0.750,0.250
"miranda",2,0,1.000,0.000,0.833,0.167
"sings",1,0,1.000,0.000,0.750,0.250
"navigate",1,0,1.000,0.000,0.750,0.250
"freezer",1,0,1.000,0.000,0.750,0.250
"pure",3,2,0.600,0.400,0.583,0.417
"hang",2,0,1.000,0.000,0.833,0.167
"frenemy",1,0,1.000,0.000,0.750,0.250
"raven",2,0,1.000,0.000,0.833,0.167
"reunited",2,0,1.000,0.000,0.833,0.167
"ellen",6,1,0.857,0.143,0.812,0.188
"degeneres",3,0,1.000,0.000,0.875,0.125
"record",2,19,0.095,0.905,0.114,0.886
"voicemail",1,0,1.000,0.000,0.750,0.250
"greeting",1,1,0.500,0.500,0.500,0.500
"perfection",3,0,1.000,0.000,0.875,0.125
"tones",2,0,1.000,0.000,0.833,0.167
"budget-friendly",1,0,1.000,0.000,0.750,0.250
"worth",7,5,0.583,0.417,0.577,0.423
"several",1,11,0.083,0.917,0.115,0.885
"came",3,0,1.000,0.000,0.875,0.125
"terrorists",1,2,0.333,0.667,0.375,0.625
"shorts",2,0,1.000,0.000,0.833,0.167
"brazilian",1,7,0.125,0.875,0.167,0.833
"scientists",4,16,0.200,0.800,0.214,0.786
"skeptical",1,1,0.500,0.500,0.500,0.500
"binge-watch",1,0,1.000,0.000,0.750,0.250
"carpet",8,1,0.889,0.111,0.850,0.150
"purrfect",2,0,1.000,0.000,0.833,0.167
"honor",2,5,0.286,0.714,0.312,0.688
"gentlemen",1,0,1.000,0.000,0.750,0.250
"mckinnon",1,0,1.000,0.000,0.750,0.250
"burst",1,2,0.333,0.667,0.375,0.625
"saturday",3,0,1.000,0.000,0.875,0.125
"gina",1,0,1.000,0.000,0.750,0.250
"rodriguez",1,5,0.167,0.833,0.214,0.786
"tackles",1,0,1.000,0.000,0.750,0.250
"diversity",2,2,0.500,0.500,0.500,0.500
"head-on",1,0,1.000,0.000,0.750,0.250
"flip",1,1,0.500,0.500,0.500,0.500
"cds",1,0,1.000,0.000,0.750,0.250
"people's",3,0,1.000,0.000,0.875,0.125
"expert",2,2,0.500,0.500,0.500,0.500
"teach",2,0,1.000,0.000,0.833,0.167
"grown-ass",3,0,1.000,0.000,0.875,0.125
"maisie",1,0,1.000,0.000,0.750,0.250
"sophie",1,0,1.000,0.000,0.750,0.250
"turner",1,0,1.000,0.000,0.750,0.250
"bald",2,0,1.000,0.000,0.833,0.167
"eagle",1,1,0.500,0.500,0.500,0.500
"attacked",1,5,0.167,0.833,0.214,0.786
"yorkers",1,0,1.000,0.000,0.750,0.250
"dealt",1,0,1.000,0.000,0.750,0.250
"stalled",1,0,1.000,0.000,0.750,0.250
"subway",1,3,0.250,0.750,0.300,0.700
"train",3,13,0.188,0.812,0.206,0.794
"starting",1,3,0.250,0.750,0.300,0.700
"singalong",1,0,1.000,0.000,0.750,0.250
"finishing",1,0,1.000,0.000,0.750,0.250
"graffitiing",1,0,1.000,0.000,0.750,0.250
"divorced",4,0,1.000,0.000,0.900,0.100
"trends",3,1,0.750,0.250,0.700,0.300
"enjoy",2,0,1.000,0.000,0.833,0.167
"chimichurri",1,0,1.000,0.000,0.750,0.250
"cooking",2,0,1.000,0.000,0.833,0.167
"twentysomethings",5,0,1.000,0.000,0.917,0.083
"pad",1,3,0.250,0.750,0.300,0.700
"thai",1,9,0.100,0.900,0.136,0.864
"tonight",7,0,1.000,0.000,0.938,0.062
"dorm",2,0,1.000,0.000,0.833,0.167
"whether",5,2,0.714,0.286,0.688,0.312
"search",3,10,0.231,0.769,0.250,0.750
"image",3,6,0.333,0.667,0.350,0.650
"thinkstock",1,0,1.000,0.000,0.750,0.250
"overprotective",1,0,1.000,0.000,0.750,0.250
"warning",1,11,0.083,0.917,0.115,0.885
"daughter's",1,1,0.500,0.500,0.500,0.500
"betrayed",1,0,1.000,0.000,0.750,0.250
"crisps",1,0,1.000,0.000,0.750,0.250
"creatives",1,0,1.000,0.000,0.750,0.250
"messi",1,0,1.000,0.000,0.750,0.250
"plastic",2,3,0.400,0.600,0.417,0.583
"bag",2,0,1.000,0.000,0.833,0.167
"shirt",4,0,1.000,0.000,0.900,0.100
"hero",5,1,0.833,0.167,0.786,0.214
"trauma",1,0,1.000,0.000,0.750,0.250
"nurse",1,0,1.000,0.000,0.750,0.250
"cuddling",1,0,1.000,0.000,0.750,0.250
"poll:",2,2,0.500,0.500,0.500,0.500
"meatless",2,0,1.000,0.000,0.833,0.167
"victoria's",4,0,1.000,0.000,0.900,0.100
"pope",4,9,0.308,0.692,0.321,0.679
"associates",1,0,1.000,0.000,0.750,0.250
"charming",1,0,1.000,0.000,0.750,0.250
"supernatural",1,0,1.000,0.000,0.750,0.250
"ipad",1,1,0.500,0.500,0.500,0.500
"pro",3,0,1.000,0.000,0.875,0.125
"argue",1,0,1.000,0.000,0.750,0.250
"pussycat",2,0,1.000,0.000,0.833,0.167
"panties",1,0,1.000,0.000,0.750,0.250
"underwear",2,0,1.000,0.000,0.833,0.167
"glitter",1,0,1.000,0.000,0.750,0.250
"roots",1,0,1.000,0.000,0.750,0.250
"trend",1,0,1.000,0.000,0.750,0.250
"dumping",1,0,1.000,0.000,0.750,0.250
"sparkles",1,0,1.000,0.000,0.750,0.250
"onto",1,0,1.000,0.000,0.750,0.250
"size",4,4,0.500,0.500,0.500,0.500
"mattress",2,0,1.000,0.000,0.833,0.167
"partner",3,1,0.750,0.250,0.700,0.300
"carrier",1,1,0.500,0.500,0.500,0.500
"limited",1,2,0.333,0.667,0.375,0.625
"feeling",2,2,0.500,0.500,0.500,0.500
"heels",2,0,1.000,0.000,0.833,0.167
"pee",3,0,1.000,0.000,0.875,0.125
"smells",1,0,1.000,0.000,0.750,0.250
"horrible",6,0,1.000,0.000,0.929,0.071
"asparagus",1,0,1.000,0.000,0.750,0.250
"lists",2,0,1.000,0.000,0.833,0.167
"burn",1,3,0.250,0.750,0.300,0.700
"walk",2,0,1.000,0.000,0.833,0.167
"dark",3,1,0.750,0.250,0.700,0.300
"stepping",1,1,0.500,0.500,0.500,0.500
"brick",1,0,1.000,0.000,0.750,0.250
"becoming",1,1,0.500,0.500,0.500,0.500
"bts",1,0,1.000,0.000,0.750,0.250
"deal",3,32,0.086,0.914,0.097,0.903
"event",1,2,0.333,0.667,0.375,0.625
"2014",1,0,1.000,0.000,0.750,0.250
"assholes",1,0,1.000,0.000,0.750,0.250
"suicide",4,31,0.114,0.886,0.125,0.875
"animated",2,0,1.000,0.000,0.833,0.167
"brutally",3,0,1.000,0.000,0.875,0.125
"bra",2,1,0.667,0.333,0.625,0.375
"fitter",1,0,1.000,0.000,0.750,0.250
"jim",2,2,0.500,0.500,0.500,0.500
"dwight",2,1,0.667,0.333,0.625,0.375
"frenemies",1,0,1.000,0.000,0.750,0.250
"bored",1,0,1.000,0.000,0.750,0.250
"flawlessly",2,0,1.000,0.000,0.833,0.167
"radio",1,7,0.125,0.875,0.167,0.833
"interview",5,8,0.385,0.615,0.393,0.607
"traditions",1,0,1.000,0.000,0.750,0.250
"bridesmaid",2,0,1.000,0.000,0.833,0.167
"wendy",1,0,1.000,0.000,0.750,0.250
"spills",1,2,0.333,0.667,0.375,0.625
"tea",2,2,0.500,0.500,0.500,0.500
"summer's",1,0,1.000,0.000,0.750,0.250
"helen",1,1,0.500,0.500,0.500,0.500
"mirren",1,0,1.000,0.000,0.750,0.250
"she's",3,0,1.000,0.000,0.875,0.125
"professional",2,0,1.000,0.000,0.833,0.167
"instructors",2,0,1.000,0.000,0.833,0.167
"boxing",1,0,1.000,0.000,0.750,0.250
"lover's",2,0,1.000,0.000,0.833,0.167
"salads",4,0,1.000,0.000,0.900,0.100
"hungry",3,0,1.000,0.000,0.875,0.125
"adulting",1,0,1.000,0.000,0.750,0.250
"marathon",2,2,0.500,0.500,0.500,0.500
"attention",1,0,1.000,0.000,0.750,0.250
"dance",7,3,0.700,0.300,0.682,0.318
"balance",1,2,0.333,0.667,0.375,0.625
"q-tip",1,0,1.000,0.000,0.750,0.250
"nose",1,0,1.000,0.000,0.750,0.250
"president",3,81,0.036,0.964,0.041,0.959
"received",3,2,0.600,0.400,0.583,0.417
"mundane",1,0,1.000,0.000,0.750,0.250
"rockstar",1,0,1.000,0.000,0.750,0.250
"masquerading",1,0,1.000,0.000,0.750,0.250
"seller",1,0,1.000,0.000,0.750,0.250
"hysterical",1,0,1.000,0.000,0.750,0.250
"tricky",2,2,0.500,0.500,0.500,0.500
"cope",5,0,1.000,0.000,0.917,0.083
"super-disciplined",1,0,1.000,0.000,0.750,0.250
"gunn",1,0,1.000,0.000,0.750,0.250
"bashed",1,0,1.000,0.000,0.750,0.250
"proposal",1,1,0.500,0.500,0.500,0.500
"teens",6,5,0.545,0.455,0.542,0.458
"x-files",2,0,1.000,0.000,0.833,0.167
"mulder",2,0,1.000,0.000,0.833,0.167
"scully",1,0,1.000,0.000,0.750,0.250
"fiction",1,0,1.000,0.000,0.750,0.250
"bombay",1,0,1.000,0.000,0.750,0.250
"genetic",1,1,0.500,0.500,0.500,0.500
"auditioned",1,0,1.000,0.000,0.750,0.250
"spock",1,0,1.000,0.000,0.750,0.250
"kirk",1,0,1.000,0.000,0.750,0.250
"textbooks",1,0,1.000,0.000,0.750,0.250
"carrie-anne",1,0,1.000,0.000,0.750,0.250
"moss",1,1,0.500,0.500,0.500,0.500
"aging",1,1,0.500,0.500,0.500,0.500
"extrovert",1,0,1.000,0.000,0.750,0.250
"fairytale",1,0,1.000,0.000,0.750,0.250
"helsinki",1,0,1.000,0.000,0.750,0.250
"appeared",2,0,1.000,0.000,0.833,0.167
"mugshot",1,0,1.000,0.000,0.750,0.250
"broadway",1,0,1.000,0.000,0.750,0.250
"sims",5,0,1.000,0.000,0.917,0.083
"ghosts",3,0,1.000,0.000,0.875,0.125
"bones",2,0,1.000,0.000,0.833,0.167
"stuck",2,1,0.667,0.333,0.625,0.375
"fluffiest",1,0,1.000,0.000,0.750,0.250
"psychopath",1,0,1.000,0.000,0.750,0.250
"tweens",1,0,1.000,0.000,0.750,0.250
"severe",1,5,0.167,0.833,0.214,0.786
"flashbacks",2,0,1.000,0.000,0.833,0.167
"bidi",2,0,1.000,0.000,0.833,0.167
"bom",2,0,1.000,0.000,0.833,0.167
"funniest",14,0,1.000,0.000,0.967,0.033
"pop-punk",3,0,1.000,0.000,0.875,0.125
"inspire",3,0,1.000,0.000,0.875,0.125
"primary",1,1,0.500,0.500,0.500,0.500
"emotion",1,0,1.000,0.000,0.750,0.250
"non-americans:",1,0,1.000,0.000,0.750,0.250
"celebrate",5,4,0.556,0.444,0.550,0.450
"mistake",1,1,0.500,0.500,0.500,0.500
"exo",1,0,1.000,0.000,0.750,0.250
"ghostly",1,0,1.000,0.000,0.750,0.250
"improved",2,0,1.000,0.000,0.833,0.167
"longoria",2,0,1.000,0.000,0.833,0.167
"geek",3,0,1.000,0.000,0.875,0.125
"lion",2,2,0.500,0.500,0.500,0.500
"roar",1,1,0.500,0.500,0.500,0.500
"abuela",4,0,1.000,0.000,0.900,0.100
"where's",1,0,1.000,0.000,0.750,0.250
"punk",1,0,1.000,0.000,0.750,0.250
"grunge",1,0,1.000,0.000,0.750,0.250
"musician",1,1,0.500,0.500,0.500,0.500
"travel",4,2,0.667,0.333,0.643,0.357
"snack",4,0,1.000,0.000,0.900,0.100
"gigantic",1,0,1.000,0.000,0.750,0.250
"tells",3,7,0.300,0.700,0.318,0.682
"graduation",1,0,1.000,0.000,0.750,0.250
"chose",2,0,1.000,0.000,0.833,0.167
"historically",2,0,1.000,0.000,0.833,0.167
"third",1,15,0.062,0.938,0.088,0.912
"wheel",1,0,1.000,0.000,0.750,0.250
"oliver",1,1,0.500,0.500,0.500,0.500
"whitewashing",1,0,1.000,0.000,0.750,0.250
"grab",1,0,1.000,0.000,0.750,0.250
"earphones",1,0,1.000,0.000,0.750,0.250
"medley",1,0,1.000,0.000,0.750,0.250
"deserve",10,0,1.000,0.000,0.955,0.045
"translated",2,0,1.000,0.000,0.833,0.167
"yoda",1,0,1.000,0.000,0.750,0.250
"haunted",5,0,1.000,0.000,0.917,0.083
"scare",2,3,0.400,0.600,0.417,0.583
"comebacks",3,0,1.000,0.000,0.875,0.125
"workers",1,9,0.100,0.900,0.136,0.864
"shopping",7,4,0.636,0.364,0.625,0.375
"poo",1,0,1.000,0.000,0.750,0.250
"instrumental",1,0,1.000,0.000,0.750,0.250
"original",3,0,1.000,0.000,0.875,0.125
"bet",2,1,0.667,0.333,0.625,0.375
"detail",4,1,0.800,0.200,0.750,0.250
"teachers",3,2,0.600,0.400,0.583,0.417
"russell",1,0,1.000,0.000,0.750,0.250
"brand",3,2,0.600,0.400,0.583,0.417
"pros",1,1,0.500,0.500,0.500,0.500
"cons",1,0,1.000,0.000,0.750,0.250
"queen",5,5,0.500,0.500,0.500,0.500
"iphone?",1,0,1.000,0.000,0.750,0.250
"marine",1,2,0.333,0.667,0.375,0.625
"trump's",2,0,1.000,0.000,0.833,0.167
"#muslimid",1,0,1.000,0.000,0.750,0.250
"cosplayers",4,0,1.000,0.000,0.900,0.100
"importance",1,1,0.500,0.500,0.500,0.500
"two-time",1,0,1.000,0.000,0.750,0.250
"survivor",1,3,0.250,0.750,0.300,0.700
"abuse",2,6,0.250,0.750,0.278,0.722
"vote",1,26,0.037,0.963,0.054,0.946
"masterpiece",1,0,1.000,0.000,0.750,0.250
"embarrassed",1,0,1.000,0.000,0.750,0.250
"tough",2,4,0.333,0.667,0.357,0.643
"co-star",1,0,1.000,0.000,0.750,0.250
"malik's",2,0,1.000,0.000,0.833,0.167
"sound",3,1,0.750,0.250,0.700,0.300
"smart",2,2,0.500,0.500,0.500,0.500
"cozy",6,0,1.000,0.000,0.929,0.071
"dream",5,0,1.000,0.000,0.917,0.083
"babe",1,0,1.000,0.000,0.750,0.250
"roommate",1,0,1.000,0.000,0.750,0.250
"trans",11,0,1.000,0.000,0.958,0.042
"cabaret",1,0,1.000,0.000,0.750,0.250
"performer",2,0,1.000,0.000,0.833,0.167
"naughty",1,0,1.000,0.000,0.750,0.250
"fantasy",1,0,1.000,0.000,0.750,0.250
"festive",1,1,0.500,0.500,0.500,0.500
"stopped",4,1,0.800,0.200,0.750,0.250
"jingle",1,0,1.000,0.000,0.750,0.250
"booth",1,0,1.000,0.000,0.750,0.250
"beatles",1,0,1.000,0.000,0.750,0.250
"title",1,20,0.048,0.952,0.068,0.932
"hotter",1,0,1.000,0.000,0.750,0.250
"#blackdotcampaign",1,0,1.000,0.000,0.750,0.250
"controversial",1,11,0.083,0.917,0.115,0.885
"domestic",2,5,0.286,0.714,0.312,0.688
"violence",1,16,0.059,0.941,0.083,0.917
"campaign",3,15,0.167,0.833,0.184,0.816
"ruin",5,0,1.000,0.000,0.917,0.083
"appetite",1,0,1.000,0.000,0.750,0.250
"playstation",1,0,1.000,0.000,0.750,0.250
"dude",6,0,1.000,0.000,0.929,0.071
"spots",1,2,0.333,0.667,0.375,0.625
"closed",1,2,0.333,0.667,0.375,0.625
"unite",1,2,0.333,0.667,0.375,0.625
"72",1,1,0.500,0.500,0.500,0.500
"kylie",4,0,1.000,0.000,0.900,0.100
"blow-drying",1,0,1.000,0.000,0.750,0.250
"crotch",1,0,1.000,0.000,0.750,0.250
"cvs",1,0,1.000,0.000,0.750,0.250
"bathroom",1,0,1.000,0.000,0.750,0.250
"loving",3,0,1.000,0.000,0.875,0.125
"nip",1,0,1.000,0.000,0.750,0.250
"mona",1,0,1.000,0.000,0.750,0.250
"brows",1,0,1.000,0.000,0.750,0.250
"seeing",1,0,1.000,0.000,0.750,0.250
"patterns",1,0,1.000,0.000,0.750,0.250
"alanis",1,0,1.000,0.000,0.750,0.250
"morissette",1,0,1.000,0.000,0.750,0.250
"ironic",1,0,1.000,0.000,0.750,0.250
"neil",2,1,0.667,0.333,0.625,0.375
"patrick",4,0,1.000,0.000,0.900,0.100
"burtka",1,0,1.000,0.000,0.750,0.250
"disorders",1,0,1.000,0.000,0.750,0.250
"paw",1,0,1.000,0.000,0.750,0.250
"patrol",1,1,0.500,0.500,0.500,0.500
"mystery",1,2,0.333,0.667,0.375,0.625
"jackson",3,11,0.214,0.786,0.233,0.767
"sonic",1,1,0.500,0.500,0.500,0.500
"boston",3,7,0.300,0.700,0.318,0.682
"yelling",1,0,1.000,0.000,0.750,0.250
"monstah",1,0,1.000,0.000,0.750,0.250
"1989",4,0,1.000,0.000,0.900,0.100
"darth",4,1,0.800,0.200,0.750,0.250
"vader",4,1,0.800,0.200,0.750,0.250
"yule",4,0,1.000,0.000,0.900,0.100
"log",3,1,0.750,0.250,0.700,0.300
"national",3,19,0.136,0.864,0.152,0.848
"prevention",1,0,1.000,0.000,0.750,0.250
"joey's",1,0,1.000,0.000,0.750,0.250
"fridge",1,0,1.000,0.000,0.750,0.250
"dulce",1,0,1.000,0.000,0.750,0.250
"jenna",3,0,1.000,0.000,0.875,0.125
"drones",1,2,0.333,0.667,0.375,0.625
"pull",1,2,0.333,0.667,0.375,0.625
"teeth",1,0,1.000,0.000,0.750,0.250
"journaling",1,0,1.000,0.000,0.750,0.250
"introspective",1,0,1.000,0.000,0.750,0.250
"ben",3,0,1.000,0.000,0.875,0.125
"affleck",1,0,1.000,0.000,0.750,0.250
"hillary",2,2,0.500,0.500,0.500,0.500
"swank",1,0,1.000,0.000,0.750,0.250
"2019",1,0,1.000,0.000,0.750,0.250
"astronaut",2,2,0.500,0.500,0.500,0.500
"nasa",2,11,0.154,0.846,0.179,0.821
"jake",3,0,1.000,0.000,0.875,0.125
"gyllenhaal",3,0,1.000,0.000,0.875,0.125
"fourth-grade",1,0,1.000,0.000,0.750,0.250
"pantone",1,0,1.000,0.000,0.750,0.250
"represent",1,2,0.333,0.667,0.375,0.625
"~gender",1,0,1.000,0.000,0.750,0.250
"fluidity~",1,0,1.000,0.000,0.750,0.250
"satan",1,0,1.000,0.000,0.750,0.250
"intends",1,0,1.000,0.000,0.750,0.250
"constantly",2,0,1.000,0.000,0.833,0.167
"double",2,3,0.400,0.600,0.417,0.583
"toil",1,0,1.000,0.000,0.750,0.250
"trouble",3,5,0.375,0.625,0.389,0.611
"unanswered",1,0,1.000,0.000,0.750,0.250
"instagramming",1,0,1.000,0.000,0.750,0.250
"unwanted",1,0,1.000,0.000,0.750,0.250
"waldorf",1,0,1.000,0.000,0.750,0.250
"specials",1,1,0.500,0.500,0.500,0.500
"23-year-old",2,0,1.000,0.000,0.833,0.167
"dies",2,87,0.022,0.978,0.028,0.972
"suffocation",1,0,1.000,0.000,0.750,0.250
"skrillex",1,0,1.000,0.000,0.750,0.250
"concert",3,2,0.600,0.400,0.583,0.417
"frog's",1,0,1.000,0.000,0.750,0.250
"raisins",1,0,1.000,0.000,0.750,0.250
"let's",8,0,1.000,0.000,0.944,0.056
"ban",1,26,0.037,0.963,0.054,0.946
"started",3,0,1.000,0.000,0.875,0.125
"hashtag",2,0,1.000,0.000,0.833,0.167
"encouraging",1,0,1.000,0.000,0.750,0.250
"others",2,7,0.222,0.778,0.250,0.750
"#shoutyourabortion",2,0,1.000,0.000,0.833,0.167
"vampires",1,0,1.000,0.000,0.750,0.250
"suffering",1,3,0.250,0.750,0.300,0.700
"post-christmas",1,0,1.000,0.000,0.750,0.250
"sadness",1,0,1.000,0.000,0.750,0.250
"milestones",1,0,1.000,0.000,0.750,0.250
"sia",1,0,1.000,0.000,0.750,0.250
"voice",1,5,0.167,0.833,0.214,0.786
"incredible",6,0,1.000,0.000,0.929,0.071
"carpool",1,0,1.000,0.000,0.750,0.250
"karaoke",1,0,1.000,0.000,0.750,0.250
"team",6,22,0.214,0.786,0.224,0.776
"haleb",1,0,1.000,0.000,0.750,0.250
"spaleb",1,0,1.000,0.000,0.750,0.250
"whatever",2,0,1.000,0.000,0.833,0.167
"korean-style",1,0,1.000,0.000,0.750,0.250
"nachos",1,0,1.000,0.000,0.750,0.250
"lucille",1,0,1.000,0.000,0.750,0.250
"carol",1,0,1.000,0.000,0.750,0.250
"burnett",1,1,0.500,0.500,0.500,0.500
"robots",1,0,1.000,0.000,0.750,0.250
"unless",1,0,1.000,0.000,0.750,0.250
"calculations",1,0,1.000,0.000,0.750,0.250
"loans",1,3,0.250,0.750,0.300,0.700
"laziest",1,0,1.000,0.000,0.750,0.250
"frank",1,0,1.000,0.000,0.750,0.250
"illustrations",4,0,1.000,0.000,0.900,0.100
"outline",1,0,1.000,0.000,0.750,0.250
"pointlessness",1,0,1.000,0.000,0.750,0.250
"hart",3,0,1.000,0.000,0.875,0.125
"natasha",1,1,0.500,0.500,0.500,0.500
"lyonne",1,0,1.000,0.000,0.750,0.250
"judy",1,0,1.000,0.000,0.750,0.250
"greer",1,0,1.000,0.000,0.750,0.250
"shibas",2,0,1.000,0.000,0.833,0.167
"headline",2,0,1.000,0.000,0.833,0.167
"falkor",2,0,1.000,0.000,0.833,0.167
"neverending",2,0,1.000,0.000,0.833,0.167
"painted",1,0,1.000,0.000,0.750,0.250
"lin-manuel",1,0,1.000,0.000,0.750,0.250
"miranda's",1,0,1.000,0.000,0.750,0.250
"ten-dollar",1,0,1.000,0.000,0.750,0.250
"bill",1,19,0.050,0.950,0.071,0.929
"gamers",2,0,1.000,0.000,0.833,0.167
"compete",1,0,1.000,0.000,0.750,0.250
"vets",1,0,1.000,0.000,0.750,0.250
"shooting",1,17,0.056,0.944,0.079,0.921
"range",1,2,0.333,0.667,0.375,0.625
"involve",1,0,1.000,0.000,0.750,0.250
"quesadillas",2,0,1.000,0.000,0.833,0.167
"worthy",3,0,1.000,0.000,0.875,0.125
"men's",4,0,1.000,0.000,0.900,0.100
"eyewear",1,0,1.000,0.000,0.750,0.250
"steph",2,0,1.000,0.000,0.833,0.167
"curry's",1,0,1.000,0.000,0.750,0.250
"blast",1,13,0.071,0.929,0.100,0.900
"basketball",1,6,0.143,0.857,0.188,0.812
"fillers",1,0,1.000,0.000,0.750,0.250
"airbnb",1,0,1.000,0.000,0.750,0.250
"utopia",1,0,1.000,0.000,0.750,0.250
"vasectomies",1,0,1.000,0.000,0.750,0.250
"scarred",1,1,0.500,0.500,0.500,0.500
"admit",2,1,0.667,0.333,0.625,0.375
"masturbator",1,0,1.000,0.000,0.750,0.250
"blaxicans",1,0,1.000,0.000,0.750,0.250
"flirting",1,0,1.000,0.000,0.750,0.250
"gram",2,0,1.000,0.000,0.833,0.167
"weatherman",2,0,1.000,0.000,0.833,0.167
"pronounce",1,0,1.000,0.000,0.750,0.250
"llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch",1,0,1.000,0.000,0.750,0.250
"youporn",1,0,1.000,0.000,0.750,0.250
"piss",3,0,1.000,0.000,0.875,0.125
"halle",1,0,1.000,0.000,0.750,0.250
"berry's",1,0,1.000,0.000,0.750,0.250
"(but",1,0,1.000,0.000,0.750,0.250
"best)",1,0,1.000,0.000,0.750,0.250
"andy",2,3,0.400,0.600,0.417,0.583
"milonakis",1,0,1.000,0.000,0.750,0.250
"panel",1,6,0.143,0.857,0.188,0.812
"davos",1,0,1.000,0.000,0.750,0.250
"coordinated",1,1,0.500,0.500,0.500,0.500
"spanglish",1,0,1.000,0.000,0.750,0.250
"anxious",3,0,1.000,0.000,0.875,0.125
"peanut",4,1,0.800,0.200,0.750,0.250
"butter",4,2,0.667,0.333,0.643,0.357
"cheesecakes",1,0,1.000,0.000,0.750,0.250
"stream",1,0,1.000,0.000,0.750,0.250
"philip",1,2,0.333,0.667,0.375,0.625
"deserves",2,0,1.000,0.000,0.833,0.167
"credit",2,9,0.182,0.818,0.208,0.792
"anushka",1,0,1.000,0.000,0.750,0.250
"sharma",1,0,1.000,0.000,0.750,0.250
"candidly",1,0,1.000,0.000,0.750,0.250
"thoroughly",1,0,1.000,0.000,0.750,0.250
"bollywood's",1,0,1.000,0.000,0.750,0.250
"sexism",2,0,1.000,0.000,0.833,0.167
"disease",1,2,0.333,0.667,0.375,0.625
"outbreaks",1,1,0.500,0.500,0.500,0.500
"hobbit",1,0,1.000,0.000,0.750,0.250
"morning",9,0,1.000,0.000,0.950,0.050
"owl",1,0,1.000,0.000,0.750,0.250
"bowls",1,0,1.000,0.000,0.750,0.250
"soup",3,0,1.000,0.000,0.875,0.125
"miley",3,0,1.000,0.000,0.875,0.125
"spewed",1,0,1.000,0.000,0.750,0.250
"blake",2,2,0.500,0.500,0.500,0.500
"lively",1,0,1.000,0.000,0.750,0.250
"kangaroo",1,1,0.500,0.500,0.500,0.500
"clarissa",1,0,1.000,0.000,0.750,0.250
"icon",1,0,1.000,0.000,0.750,0.250
"mentioned",1,0,1.000,0.000,0.750,0.250
"ovation",1,1,0.500,0.500,0.500,0.500
"nemesis",1,0,1.000,0.000,0.750,0.250
"frustation",1,0,1.000,0.000,0.750,0.250
"splitting",1,0,1.000,0.000,0.750,0.250
"cursed",3,0,1.000,0.000,0.875,0.125
"daenerys",1,0,1.000,0.000,0.750,0.250
"targaryen",2,0,1.000,0.000,0.833,0.167
"cersei",1,0,1.000,0.000,0.750,0.250
"lannister",1,0,1.000,0.000,0.750,0.250
"cisco",1,1,0.500,0.500,0.500,0.500
"ramon",1,0,1.000,0.000,0.750,0.250
"flash",1,2,0.333,0.667,0.375,0.625
"cinnamon",1,0,1.000,0.000,0.750,0.250
"challenge",4,10,0.286,0.714,0.300,0.700
"facebook's",1,0,1.000,0.000,0.750,0.250
"nipple",1,0,1.000,0.000,0.750,0.250
"policy",1,12,0.077,0.923,0.107,0.893
"tanks",1,2,0.333,0.667,0.375,0.625
"panic!",1,0,1.000,0.000,0.750,0.250
"disco's",1,0,1.000,0.000,0.750,0.250
"sins",1,0,1.000,0.000,0.750,0.250
"tragedies",1,0,1.000,0.000,0.750,0.250
"popcorn",2,0,1.000,0.000,0.833,0.167
"monica",1,1,0.500,0.500,0.500,0.500
"geller's",1,0,1.000,0.000,0.750,0.250
"tool",1,2,0.333,0.667,0.375,0.625
"helps",2,6,0.250,0.750,0.278,0.722
"risottos",1,0,1.000,0.000,0.750,0.250
"knitting",1,0,1.000,0.000,0.750,0.250
"giant",2,3,0.400,0.600,0.417,0.583
"blankets",1,1,0.500,0.500,0.500,0.500
"returned",2,2,0.500,0.500,0.500,0.500
